Row	NEO_N1_T_rho	NEO_N2_T_rho	NEO_N3_T_rho	NEO_N4_T_rho	NEO_N5_T_rho	NEO_N6_T_rho	NEO_E1_T_rho	NEO_E2_T_rho	NEO_E3_T_rho	NEO_E4_T_rho	NEO_E5_T_rho	NEO_E6_T_rho	NEO_O1_T_rho	NEO_O2_T_rho	NEO_O3_T_rho	NEO_O4_T_rho	NEO_O5_T_rho	NEO_O6_T_rho	NEO_A1_T_rho	NEO_A2_T_rho	NEO_A3_T_rho	NEO_A4_T_rho	NEO_A5_T_rho	NEO_A6_T_rho	NEO_C1_T_rho	NEO_C2_T_rho	NEO_C3_T_rho	NEO_C4_T_rho	NEO_C5_T_rho	NEO_C6_T_rho	NEO_N1_T_p	NEO_N2_T_p	NEO_N3_T_p	NEO_N4_T_p	NEO_N5_T_p	NEO_N6_T_p	NEO_E1_T_p	NEO_E2_T_p	NEO_E3_T_p	NEO_E4_T_p	NEO_E5_T_p	NEO_E6_T_p	NEO_O1_T_p	NEO_O2_T_p	NEO_O3_T_p	NEO_O4_T_p	NEO_O5_T_p	NEO_O6_T_p	NEO_A1_T_p	NEO_A2_T_p	NEO_A3_T_p	NEO_A4_T_p	NEO_A5_T_p	NEO_A6_T_p	NEO_C1_T_p	NEO_C2_T_p	NEO_C3_T_p	NEO_C4_T_p	NEO_C5_T_p	NEO_C6_T_p
NEO_A3_T	-0.102105411808768	-0.372385373065422	-0.190612973209224	-0.182055314243411	-0.108815820888188	-0.248221990440339	0.531250798410868	0.173774758485703	0.0381457575922134	0.118522210995731	-0.051805642529988	0.269831122183774	0.0458975987388062	0.23426868762751	0.310840663689408	0.0653750279814127	0.134528076086299	0.207773152392514	0.395860503929606	0.302834960348916	0.681	0.338299470663545	0.206103164685668	0.335473952545435	0.346101418180563	0.171775520458881	0.414381341295076	0.206670530981152	0.275040472694141	0.173250075610195	0.0271922984724943	7.67972121921503e-17	3.31491927327902e-05	7.4612504857526e-05	0.0185353245557988	5.30166829434013e-08	1.92675297929415e-35	0.00015805980673636	0.410330724291108	0.0102813079316221	0.263361405114167	2.9905974545992e-09	0.3217911637712	2.96030258705874e-07	6.08553953407258e-12	0.157947948091002	0.00354812604941842	5.83297587403169e-06	5.22731032232196e-19	2.20792057631588e-11	-1	5.39947921437505e-14	6.95307154346075e-06	8.97786462325843e-14	1.29057992035921e-14	0.000188518682689712	7.62111943253693e-21	6.55131472767794e-06	1.43756137913836e-09	0.000165572608320613
NEO_A4_T	-0.0173344484903383	-0.350929965559455	-0.0233468101888958	0.0775658812515646	-0.233871994756732	0.0129989117104259	0.134715254587468	-0.0547097183123997	-0.334557734683858	-0.230764769325557	-0.166073889621286	-0.088739466132357	-0.0571719167103423	0.0586257814817157	0.0311545248056551	-0.118612563151168	-0.00528442894456151	0.0496972727089477	0.329935267085454	0.325023386516956	0.338299470663545	0.548	0.343556056628073	0.215244561642593	0.0125336177602438	0.0328195699446731	0.153399147840895	-0.103244897719338	0.047301180099372	0.191605701426793	0.708384435361374	5.21559100653262e-15	0.614411252697982	0.0937293676713696	3.1038754870224e-07	0.779117484712522	0.00350184500229744	0.237494709966847	1.05753063683938e-13	4.48485361949744e-07	0.00030832108317762	0.0550627904649158	0.217009172564887	0.205524901510277	0.501369642084775	0.0102230529374282	0.90922609593053	0.283314034601192	2.39610725985603e-13	5.62895223277259e-13	5.39947921437505e-14	-1	2.06770732811252e-14	2.6119250516308e-06	0.78683013076271	0.478766437029294	0.000870388453602996	0.0255141838508675	0.307199421445483	3.01006735809377e-05
NEO_A5_T	0.0904097486988592	-0.0936251096485436	0.152041586767878	0.258257741222823	-0.0987392204350425	0.171444919229382	-0.0703586541109798	-0.207674951329745	-0.428033468609162	-0.241593759787561	-0.32721283999297	-0.26527298358508	-0.23389945417346	-0.0699092957028716	-0.123510502922115	-0.222736849969433	-0.241852731284707	-0.0154692152129966	0.141098977864277	0.42006582944431	0.206103164685668	0.343556056628073	0.7	0.218772045699134	-0.158913675639721	0.00698407610977507	0.156181818566014	-0.236084635476282	-0.0439583763232047	0.195413763710672	0.0506260457564696	0.0429235661970142	0.000968334861758486	1.4407784913191e-08	0.0327149210871854	0.000194056846810702	0.1285350892035	5.89377107944904e-06	2.84047341214437e-22	1.2160067124833e-07	3.85405277583081e-13	5.6054410367241e-09	3.0937251081752e-07	0.130999281528981	0.00747192705334432	1.13350072819837e-06	1.17772767085284e-07	0.738549098336972	0.00221636399310779	1.97278735304819e-21	6.95307154346075e-06	2.06770732811252e-14	-1	1.76952727615225e-06	0.000559370128480765	0.880223055151252	0.000697594859354754	2.38074709929122e-07	0.342681286005601	2.06954238981847e-05
NEO_A6_T	0.146700542714276	-0.028427677001572	0.0870469803802425	0.0662925816444935	0.0647357004312683	0.0243444432580666	0.256331518742286	0.0429559945396654	-0.0575936473879737	0.0869737021086547	-0.0574034152360279	0.147178754047502	0.109956799412129	0.212075424152242	0.264952406888889	0.0384444733247527	0.0513224637256	0.0911764324629077	0.246456110645299	0.216439435728834	0.335473952545435	0.215244561642593	0.218772045699134	0.485	-0.000214619054313593	-0.0606759397487991	0.129570921472686	-0.0288098581702052	0.0267661066595396	-0.0666728348406755	0.0014607771803931	0.539569537136827	0.0598833926116173	0.152181575857026	0.162062295199393	0.599360543574243	1.85813396012761e-08	0.35381067192874	0.213631482292002	0.0600997477852782	0.21515036308043	0.00140874728248594	0.0173320312283846	3.68547460499544e-06	5.85608307333662e-09	0.406672345337315	0.267846333155961	0.0486917852436742	6.62948463166553e-08	2.29083985372462e-06	8.97786462325843e-14	2.6119250516308e-06	1.76952727615225e-06	-1	0.996305405670812	0.190088097141125	0.00499439539327052	0.534129374284187	0.5635379704866	0.149839240127132
NEO_C1_T	-0.350884025602931	-0.352878164226348	-0.455439499822362	-0.378884398995044	-0.140596554611788	-0.560506287211844	0.401661956227612	0.211673018795241	0.468306330812398	0.358931540968003	0.0678583934649015	0.328890244265892	-0.0168889172368053	0.171132727707621	0.34302274987153	0.173773841641056	0.301053843326889	0.238005653414282	0.229780999249663	0.0334036850744674	0.346101418180563	0.0125336177602438	-0.158913675639721	-0.000214619054313593	0.685	0.46917963559385	0.438876307134868	0.489752240745969	0.558571025163926	0.281983281350835	5.26113214441659e-15	3.60261119197661e-15	2.40987948459782e-25	2.0081928944708e-17	0.00229917385336688	4.52656684266857e-40	1.43022182932242e-19	3.84874517555914e-06	6.93669214226713e-27	1.12253997933327e-15	0.142712133879329	2.87728313278625e-13	0.715550323354747	0.000199426192575079	2.28109025701397e-14	0.000158072651332732	2.92546639078111e-11	1.88702823475528e-07	5.03373469730563e-07	0.470970483017942	1.29057992035921e-14	0.78683013076271	0.000559370128480765	0.996305405670812	-1	5.42230447598823e-27	1.8684740411919e-23	1.32805332827244e-29	9.4685850940078e-40	5.28545764308167e-10
NEO_C2_T	-0.167797611538163	-0.153269349434013	-0.257053754958152	-0.145918977572273	-0.176499068568543	-0.369558288751995	0.195213235418981	0.114321995295994	0.273724473391998	0.244204475842808	0.00859433574443049	0.165059160871079	-0.105086384077333	0.0318900473866216	0.0936107579475497	0.0281608163691695	0.0824794001467855	0.0961531951317956	0.121498482575592	0.1283377124394	0.171775520458881	0.0328195699446731	0.00698407610977507	-0.0606759397487991	0.46917963559385	0.585	0.495139375305518	0.451969349606934	0.568417378063363	0.331096757112508	0.000266152982469926	0.00087934121234273	1.68949859990217e-08	0.00154962525445959	0.000123928736642832	1.36358360690304e-16	2.11115864786015e-05	0.0133360358156832	1.7323317597749e-09	8.79376187909232e-08	0.852891677166567	0.000335979977892207	0.022990954774048	0.491315920926987	0.0429556178595828	0.543384496676715	0.0746565184976964	0.0375834463387567	0.0085099197843064	0.00542834478373707	0.000188518682689712	0.478766437029294	0.880223055151252	0.190088097141125	5.42230447598823e-27	-1	2.56900872298084e-30	6.11614178659371e-25	2.10565579440158e-41	1.95350605279873e-13
NEO_C3_T	-0.140373718017795	-0.255804250881062	-0.23248375788245	-0.165181136531407	-0.211114801928912	-0.345321030349372	0.319966273512814	0.050551052926953	0.187075119170359	0.201465134601163	-0.0943042572094979	0.159993264111326	-0.114745377398597	0.110070187566471	0.205566116542754	-0.0408295879858102	0.130827967647153	0.095460843403437	0.192107844360117	0.338587005166246	0.414381341295076	0.153399147840895	0.156181818566014	0.129570921472686	0.438876307134868	0.495139375305518	0.614	0.353438088574404	0.541446766347473	0.394075071468976	0.0023367983708426	1.99141827502812e-08	3.66096403415784e-07	0.000332536926860677	4.08671305390669e-06	1.49191564807256e-14	1.33462075107212e-12	0.275114575318263	4.65637480293908e-05	1.12409183401899e-05	0.0414296999326517	0.000512123719915533	0.0129954890463305	0.0172162660192959	7.35491766995655e-06	0.378163864269757	0.00458448213693255	0.03898667577883	2.86617350036172e-05	5.12570250655088e-14	7.62111943253693e-21	0.000870388453602996	0.000697594859354754	0.00499439539327052	1.8684740411919e-23	2.56900872298084e-30	-1	3.23764446285931e-15	5.28336735713776e-37	7.74972876005573e-19
NEO_C4_T	-0.118379863145796	-0.0550038653366502	-0.193507366793337	-0.239045419021791	-0.0143047585246297	-0.410932817571056	0.361010866429045	0.256489832827582	0.56156654082772	0.513336784440635	0.229503315562007	0.359797941523398	0.0744844321955689	0.188618016127582	0.303052533485496	0.231981767147837	0.236151083033668	0.0195083225878106	0.0754230044868699	-0.102881874326295	0.206670530981152	-0.103244897719338	-0.236084635476282	-0.0288098581702052	0.489752240745969	0.451969349606934	0.353438088574404	0.637	0.492494824221965	0.141221432032605	0.0103736850215307	0.234978163695891	2.49874033818511e-05	1.66259570943349e-07	0.757589706590667	1.70871931695173e-20	7.47717310269654e-16	1.81982927396229e-08	3.0149219389769e-40	8.01296417022041e-33	5.19999855965932e-07	9.48048685045524e-16	0.107556969093897	4.01810791190339e-05	2.13303196596882e-11	3.88516234829578e-07	2.36176312188963e-07	0.673798163696757	0.103184480859414	0.0260388397852403	6.55131472767794e-06	0.0255141838508675	2.38074709929122e-07	0.534129374284187	1.32805332827244e-29	6.11614178659371e-25	3.23764446285931e-15	-1	5.7754019284868e-30	0.00219659834006992
NEO_C5_T	-0.359705439825906	-0.303399850676719	-0.425813688746205	-0.34970523808195	-0.245883742268422	-0.562242956822374	0.358409978186663	0.195338842873599	0.375349902544299	0.359724223649864	0.0421095726135346	0.229198431184982	-0.113573812172772	0.0521696682438906	0.238783562611982	0.126804600042397	0.193406300218359	0.119785623558972	0.17636339540986	0.122481608090374	0.275040472694141	0.047301180099372	-0.0439583763232047	0.0267661066595396	0.558571025163926	0.568417378063363	0.541446766347473	0.492494824221965	0.71	0.291906056174165	9.65327836292317e-16	2.01859338709593e-11	4.89935340046474e-22	6.57278946018874e-15	7.12496716396028e-08	2.32458432147847e-40	1.24240307148587e-15	2.08499900682112e-05	4.18065985046644e-17	9.61794211301216e-16	0.36338369063184	5.38862643351473e-07	0.0139570937575079	0.26001677602055	1.71656292612759e-07	0.00601498133760328	2.52370202821768e-05	0.00949287190572449	0.000125449999596785	0.00798767132879568	1.43756137913836e-09	0.307199421445483	0.342681286005601	0.5635379704866	9.4685850940078e-40	2.10565579440158e-41	5.28336735713776e-37	5.7754019284868e-30	-1	1.20449321547952e-10
NEO_C6_T	-0.136106470846208	-0.205056195690199	-0.152755605096339	-0.075292617578952	-0.425550198480981	-0.171495567351352	-0.0343114146872749	-0.136689419436791	-0.0224677232809468	-0.160020464783048	-0.220322500406915	-0.211092155872289	-0.314459176014798	-0.102830329912175	-0.110419614110685	-0.217199679707902	-0.0190365698710656	-0.0281789626828233	-0.02707278128608	0.232651287209229	0.173250075610195	0.191605701426793	0.195413763710672	-0.0666728348406755	0.281983281350835	0.331096757112508	0.394075071468976	0.141221432032605	0.291906056174165	0.681	0.00317465869466885	7.75688128860106e-06	0.000915617806055617	0.103783345240982	5.2254636772442e-22	0.000193198628009835	0.458995175785236	0.00304601585620364	0.627809311738185	0.000510982681009057	1.48812342614164e-06	4.09665777439419e-06	3.35511525467688e-12	0.0261140824184901	0.0168637555019837	2.10660004507586e-06	0.681248610239209	0.543124658918369	0.559075892434179	3.58895205560924e-07	0.000165572608320613	3.01006735809377e-05	2.06954238981847e-05	0.149839240127132	5.28545764308167e-10	1.95350605279873e-13	7.74972876005573e-19	0.00219659834006992	1.20449321547952e-10	-1
